grades 11-12	Informational Text	Thank You For Arguing, Revised and Updated Edition	Jay Heinrichs	9780385347754	Crown Archetype	Random House	$15.00	A master class in the art of persuasion, as taught by professors ranging from Bart Simpson to Winston Churchill and including tips like Cicero's strategy for moving an audience to action, and Honest Abe's Shameless Trick for lowering an audience's expectations. It also features contemporary techniques and an assortment of persuasive tricks, including the Eddie Haskell Ploy, and the Yoda Technique.	
grades 11-12	Informational Texts: ELA	12 Years a Slave	Solomon Northrup	9780143125419		Penguin 	$16.00	Northrup's text, coupled with the cinematic adaption, provides a wellspring of serious discussion regarding slavery and American history.	
grades 11-12	Informational Texts: ELA	All Art Is Propaganda: Critical Essays	Orwell, George	9780156033077	Mariner	Houghton Mifflin Harcourt	$15.95	Includes the Exemplar essay “Politics and the English Language.” Orwell demonstrates in each critical essay how intent analysis of a work or body of work gives rise to trenchant aesthetic and philosophical commentary. The collection provides students with superb critical essay examples, offers opportunities for discussion, and writing their own essays.	
grades 11-12	Informational Texts: ELA	Black Boy	Wright, Richard.	9780061130243	Harper Perennial	HarperCollins	15.99	New edition of the once controversial, now classic American autobiography. In Richard Wright’s journey from innocence to experience in the Jim Crow South, he lied, stole, and raged at those about him; at six he was a “drunkard,” hanging about taverns. Surly, brutal, cold, suspicious, and self-pitying, he was surrounded on one side by whites who were either indifferent to him, pitying, or cruel, and on the other by blacks who resented anyone trying to rise above the common lot. Wright’s eloquent account is at once an unashamed confession and a profound indictment—a poignant and disturbing record of social injustice and human suffering.	
grades 11-12	Informational Texts: ELA	Common Sense	Paine, Thomas	9780143036258	Penguin	Penguin 	$10.00	The Penguin Civic Classics is a series of essential American texts that, through the thoughtful editing of Richard Beeman, illuminates key moments that would go on to shape American history and the American experience. The series' cover designs also provides space for discussion regarding the stylistic depiction of the texts and their historical context.	
grades 11-12	Informational Texts: ELA	Escape from Camp 14	Blaine Harden	9780143122913		Penguin 	$15.00	Blaine Harden's harrowing account of Shin Dong-hyuk's experience and escape from a North Korean labor camp provides sobering discussion for ongoing human rights atrocities.	
grades 11-12	Informational Texts: ELA	Eyewitness to America: 500 Years of American History in the Words of Those Who Saw It Happen	Edited by David Colbert	9780679767244	Vintage	Random House	$20.00	Eyewitness to America is told from multiple first person historical accounts. It provides opportunities for students to analyze voice and perspective in interpreting historical events. It also can be used by teachers looking for original documents for history. Contains the Exemplar text “Lee Surrenders to Grant, April 9th, 1865" by Horace Porter.	
grades 11-12	Informational Texts: ELA	Full Body Burden	Kristen Iversen	9780307955654	Crown Trade Group	Random House	$15.00	A haunting work of narrative nonfiction about a young woman growing up in a small Colorado town close to Rocky Flats, a secret nuclear-weapons plant once designated “the most contaminated site in America.” Based on extensive interviews, FBI and EPA documents, and class-action testimony, this taut, beautifully written book promises to have a very long half-life.	
grades 11-12	Informational Texts: ELA	Supreme Court Decisions 	Edited by Jay M. Feinman	9780143121992	Penguin Classics	Penguin 	$12.00	The Penguin Civic Classics is a series of essential American texts that, through the thoughtful editing of Richard Beeman, illuminates key moments that would go on to shape American history and the American experience. The series' cover designs also provides space for discussion regarding the stylistic depiction of the texts and their historical context.	
grades 11-12	Informational Texts: ELA	The American Political Tradition and the Men Who Made It		9780679723158	Vintage	Random House	$17.00	This philosophical and intellectual history of the assumptions behind American politics can be used for critical thinking as well as examples of persuasive writing. Includes the Common Core Selection “Abraham Lincoln and the Self-Made Myth.”	
grades 11-12	Informational Texts: ELA	The Black Count	Tom Reiss	9780307382474	Crown Trade Group	Random House	$16.00	Winner of the 2013 Pulitzer Prize, this stunning feat of historical sleuthing brings to life the forgotten hero who inspired such classics as The Count of Monte Cristo and The Three Musketeers. General Alex Dumas is a man almost unknown today, yet with a story that is strikingly familiar, because his son, Alexandre Dumas, used it to create some of the best-loved heroes of literature.	
grades 11-12	Informational Texts: ELA	The Declaration of Independence	Jefferson, Thomas	9780143121961	Penguin	Penguin 	$12.00	The Penguin Civic Classics is a series of essential American texts that, through the thoughtful editing of Richard Beeman, illuminates key moments that would go on to shape American history and the American experience. The series' cover designs also provides space for discussion regarding the stylistic depiction of the texts and their historical context.	
grades 11-12	Informational Texts: ELA	The Federalist Papers	Edited by Richard Beeman	9780143121978	Penguin Classics	Penguin 	$12.00	The Penguin Civic Classics is a series of essential American texts that, through the thoughtful editing of Richard Beeman, illuminates key moments that would go on to shape American history and the American experience. The series' cover designs also provides space for discussion regarding the stylistic depiction of the texts and their historical context.	
grades 11-12	Informational Texts: ELA	The Opposite of Fate: Memories of a Writing Life	Tam, Amy	9780142004890	G. P. Putnam’s Sons	Penguin 	$16.00	Amy Tan's essays in The Opposite of Fate illuminate her experience with the closest women in her life.	
grades 11-12	Informational Texts: History/Social Studies	1776	McCullough, David	9780743226721	Simon & Schuster	Simon & Schuster	$18.00	A powerful recounting of Americans in the ranks during the Revolutionary Era: men of every shape, size, and color; farmers, schoolteachers, shoemakers, no-accounts, and mere boys turned soldiers. This is also the story of the King's men, the British commander, William Howe, and his highly disciplined redcoats who looked on their rebel foes with contempt and fought with a valor too little known.  This is an excellent you-are-there history for educators.	2005
grades 11-12	Informational Texts: History/Social Studies	America's Great Debate	Fergus M. Bordewich	9781439124611	Simon & Schuster	Simon & Schuster	 $ 17.00 	Fergus Bordewich tells the epic story of the Compromise of 1850 with skill and vigor, bringing to life two generations of senators who dominated the great debate. The Compromise saved the Union from collapse, but it did so at a great cost. America’s Great Debate takes us back to a time when political compromise was not only possible, but imperative for the survival of the nation. Excellent scholarly examination of skilled political argument in a crucial historical moment.	2013
grades 11-12	Informational Texts: History/Social Studies	America’s Constitution: A Biography	Amar, Akhil Reed	9780812972726	Random House	Random House	$20.00	One of this era’s most accomplished constitutional law scholars gives the first comprehensive account of one of the world’s great political texts. Great as a primary text or as supplemental material for any Constitution lesson.  A Common Core Exemplar.  	
grades 11-12	Informational Texts: History/Social Studies	Just Like Us	Thorpe, Helen	9781416538981	Scribner	Simon & Schuster	 $ 17.00 	Informational text for social studies curricula, covering the important issue of immigration through the experiences of four Mexican teenage girls. Just Like Us is a coming-of-age story about girlhood and friendship, as well as the resilience required to transcend poverty. The girls, their families, and the critics who object to their presence allow the reader to watch one of the most complicated social issues of our times unfurl in a major American city.	2011
grades 11-12	Informational Texts: History/Social Studies	Queen of Katwe	Tim Crothers	9781451657821	Scribner	Simon & Schuster	 $ 16.00 	Robert Katende, a war refugee turned missionary, had an improbable dream: to empower kids in the Katwe slum through chess—a game so foreign there is no word for it in their native language. At first children came for a free bowl of porridge, but many grew to love the game. Of these kids, one girl stood out as an immense talent: Phiona.  By the age of 11 Phiona was her country’s junior champion, and at 15, the national champion. Now a Woman Candidate Master—the first female titled player in her country’s history—Phiona dreams of becoming a Grandmaster, the most elite level in chess. But to reach that goal, she must grapple with everyday life in one of the world’s most unstable countries, Uganda in west Central Africa..	2013
grades 11-12	Informational Texts: History/Social Studies	The Dressmaker of Khair Khana	Gayle Tzemach Lemmon	9780061732478	Harper Perennial	HarperCollins	$14.99 	Former ABC journalist Gayle Tzemach Lemmon tells the riveting true story of Kamila Sidiqi and other women of Afghanistan in the wake of the Taliban’s fearful rise to power.  This book creates opportunities for students to recognize and assess dangers of living under Taliban rule, identify customs and traditions specific to Afghanistan, and compare opportunities for education between individuals living in Afghanistan and those living in the United States.	
grades 11-12	Informational Texts: History/Social Studies	The Oxford Frederick Douglass Reader	Douglass, Frederick	9780195091182	Oxford University Press	Oxford University Press	55.95	Includes the Common Core Exemplar text “What to the Slave Is the Fourth of July?: An Address Delivered in Rochester, New York, on 5 July 1852.”	
grades 11-12	Informational Texts: History/Social Studies	What They Fought For 1861–1865	McPherson, James M.	9780385476348	Anchor	Random House	$13.95	Considered one of the finest single volume histories of the Civil War. McPherson explores the motivations of the soldiers to fight by using their letters and diaries. A great source of material or supplement for Civil War courses. A Common Core Exemplar.	
grades 11-12	Informational Texts: STEM	The Tipping Point: How Little Things Can Make a Big Difference	Gladwell, Malcolm	9780316679077	Little, Brown and Co.	Hachette	$7.99	The tipping point is that magic moment when an idea, trend, or social behavior crosses a threshold, tips, and spreads like wildfire. Just as a single sick person can start an epidemic of the flu, so too can a small but precisely targeted push cause a fashion trend, the popularity of a new product, or a drop in the crime rate. This widely acclaimed bestseller, in which Malcolm Gladwell explores and brilliantly illuminates the tipping point phenomenon, is already changing the way people throughout the world think about selling products and disseminating ideas.	
grades 11-12	Poetry	Anthology of Modern American Poetry	Edited by Cary Nelson	9780195122718	Oxford University Press	Oxford University Press	79.95	Includes the Common Core Exemplar poem “The River Merchant’s Wife: A Letter.”
grades 11-12	Poetry	Complete Poems and Selected Letters of John Keats	Keats, John	9780375756696	Modern Library	Random House	$16.00	John Keats is considered one of the greatest English writers of all time. This edition collects all of his sonnets, odes, and the rest of his verse. It includes the Common Core Exemplar “Ode on a Grecian Urn” and is a perfect fit for any poetry classes. 	
grades 11-12	Poetry	Leaves of Grass	Whitman, Walt	9780553211160	Bantam	Random House	$5.95	The poems of Leaves of Grass have been woven into the very fabric of the American character. Whitman’s works, including the Common Core Exemplar “Song of Myself,” changed the very nature of poetry and should be included in every English and poetry unit.   	
grades 11-12	Poetry	Leaves of Grass	Whitman, Walt	9780199539000	Oxford University Press	Oxford University Press	11.95	Includes the Common Core exemplar poems “Song of Myself" and "O Captain! My Captain!"	
grades 11-12	Poetry	Poems	Bishop, Elizabeth	9780374532369	Farrar, Straus and Giroux	Macmillan	$16.00	Contains the CCS Exemplar poem "Sestina."	
grades 11-12	Poetry	Sailing Alone Around the Room		9780375755194	Random House	Random House	$14.95	The works of former Poet Laureate Billy Collins have managed to enrich American poetry while greatly widening the circle of its audience. This collection is perfect for any poetry segment and features the Common Core Exemplar “Man Listening to Disc.”	
grades 11-12	Poetry	T. S. Eliot: The Complete Poems and Plays, 1909–1950	Eliot, T. S.	9780151211852	Houghton Mifflin Harcourt	Houghton Mifflin Harcourt	$35.00	Includes the Exemplar poem "The Lovesong of Alfred J. Prufrock." Winner of the Nobel Prize in Literature and considered the most famous Modernist poet, Eliot exerted a profound influence on his contemporaries in the arts. Chosen by Eliot himself, the poems in this volume represent the poet’s most important work before Four Quartets. Included here is some of the most celebrated verse in modern literature-”The Love Song of J. Alfred Prufrock,” “Gerontion,” “The Waste Land,” “The Hollow Men,” and “Ash Wednesday”-as well as many other fine selections from Eliot’s early work.	
grades 11-12	Poetry	The Complete Poetry and Selected Prose of John Donne	Donne, John Edited by John T. Shawcross	9780375757341	Modern Library	Random House	$16.95	This edition contains all of John Donne’s great love poetry. It includes the Common Core Exemplar “A Valediction: Forbidding Mourning” as well as his many sonnets, songs, satires, and other poems. It works for any English poetry segments.	
grades 11-12	Stories	A Farewell to Arms	Hemingway, Ernest	9780684801469	Scribner	Simon & Schuster	$16.00	The best American novel to emerge from World War I, this is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. A story of love and pain, of loyalty and desertion, A Farewell to Arms, written when he was 30 years old, represents a new romanticism for Hemingway and offers further evidence of how he did more to change the style of English prose than any other writer of his time.	1995
grades 11-12	Stories	As I Lay Dying	Faulkner, William	9780679732259	Vintage	Random House	$14.00	Faulkner’s classic account of the Bundren family’s odyssey across the Mississippi countryside to bury Addie, their wife and mother. It’s a great lesson in writing with multiple viewpoints as each family member narrates the tale. A Common Core Exemplar. Reader’s Guide Available. 	
grades 11-12	Stories	Billy Budd, Sailor	Melville, Herman	9780140390537	Penguin Classics	Penguin 	$10.00	Although unfinished by Melville, Billy Budd serves as a text that illuminates man's relationship to the past.	
grades 11-12	Stories	Brave New World	Aldous Huxley	9780060850524	Harper Perennial Modern Classics	HarperCollins	$14.99 	Huxley conjures up a horrifying, but often comic, vision of a future Utopia in which humans are processed, conditioned, and drugged into total social conformity. It’s a powerful work of speculative fiction that has enthralled and terrified readers for generations, remaining absolutely relevant to this day as both a cautionary tale and as entertainment. Students will be challenged to identify themes including totalitarianism, individualism, technology, and value systems.	
grades 11-12	Stories	Crime and Punishment	Dostoyevsky	9780743487634	Enriched Classics	Simon & Schuster	 $ 7.95 	Substitute for Common Core exemplar - rich in symbolism and a profound meditation on morality, this is the second novel published by Dostoyevsky after his return from exile, and the first great novel of his mature period.  An outstanding example of Russian literature, with reflections on society, nihilism, rationality, duality, and much more.	2004
grades 11-12	Stories	Dreaming in Cuban	Garcia, Cristina	9780345381439	Random House	Random House	$15.00	This dreamy and bittersweet story of a family divided by politics and geography of the Cuban revolution. Garcia’s novel fits in to any language arts study of cultural identity and voice. A Common Core Exemplar.  A Reader’s Guide is available. 	
grades 11-12	Stories	Great Tales and Poems of Edgar Allan Poe	Poe, Edgar Allan	9780307474773	Vintage	Random House	$12.00	A compact selection of Poe’s greatest stories and poems, chosen by the National Endowment for the Arts. It features many of his masterpieces and is perfect for any short story or poetry units. ” It includes Common Core exemplar texts “The Raven” and “The Cask of Amontillado.”	
grades 11-12	Stories	In the Shadow of the Banyan	Vadday Ratner	9781451657715	Simon & Schuster	Simon & Schuster	 $ 16.00 	Displaying the author’s extraordinary gift for language, and relaying what is in essence her own personal story, In the Shadow of the Banyan is a brilliantly wrought tale of hope and transcendence. For seven-year-old Raami, the shattering end of childhood begins with the footsteps of her father returning home in the early dawn hours bringing details of the civil war that has overwhelmed the streets of Phnom Penh, Cambodia’s capital. Soon the family’s world of carefully guarded royal privilege is swept up in the chaos of revolution and forced exodus. Over the next four years, Raami clings to the only remaining vestige of her childhood—the mythical legends and poems told to her by her father—and fights for her improbable survival in the face of the genocide being perpetrated by the Khmer Rouge. 	2013
grades 11-12	Stories	Jane Eyre	Brontë, Charlotte	9780199535590	Oxford University Press	Oxford University Press	7.95	A brilliant new edition of this flagship of Victorian fiction, this book includes a new introduction and revised notes from one of the foremost Brontë scholars.	
grades 11-12	Stories	Pride and Prejudice	Austen, Jane	9780199535569	Oxford University Press	Oxford University Press	7.95	Pride and Prejudice has delighted generations of readers with its unforgettable cast of characters, carefully choreographed plot, and a hugely entertaining view of the world and its absurdities.	
grades 11-12	Stories	Pride and Prejudice	AUSTEN, JANE	9780553213102		Random House	$4.95 	For over 150 years, Pride And Prejudice has remained one of the most popular novels in the English language. The story of Mrs. Bennet's attempts to marry off her five daughters is one of the best-loved and most enduring classics in English literature and a Common Core Exemplar.	
grades 11-12	Stories	The Adventures of Augie March	Bellow, Saul	9780143039570	Penguin Classics	Penguin 	$17.00	Saul Bellow thoughtfully criticizes the notion of the American hero in The Adventures of Augie March.	
grades 11-12	Stories	The Bluest Eye	Morrison, Toni	9780307278449	Random House	Random House	$14.00	Toni Morrison’s virtuosic first novel asks powerful questions about race, class, and gender with subtlety and grace. It’s an engaging novel for students, and can be adopted in any literature or African American segment. A Common Core Exemplar.	
grades 11-12	Stories	The Canterbury Tales	Chaucer, Geoffrey Translated into modern English by Neville Coghill	9780140424386	Penguin	Penguin Classics	11	Translated here into modern English, these tales of a motley crowd of pilgrims drawn from all walks of life-from knight to nun, miller to monk-reveal a picture of English life in the fourteenth century that is as robust as it is representative.	
grades 11-12	Stories	The Country of the Pointed Firs	Jewett, Sarah Orne	9780385092142	Vintage	Random House	$12.00	Sarah Orne Jewett’s place in American letters was assured when this acclaimed collection of stories about her native state of Maine was published in 1896. Her crisp style and skillful observation of people makes her work appropriate for short story and point of view units. . A Common Core Exemplar.	
grades 11-12	Stories	The Great Gatsby	Fitzgerald, F. Scott	9780743273565	Scribner	Simon & Schuster	$15.00	One of the great classics of 20th century literature, The Great Gatsby is F. Scott Fitzgerald’s third book and  stands as the supreme achievement of his career. This exemplary novel of the Jazz Age has been acclaimed by generations of readers. It is the story of the fabulously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan, of lavish parties on Long Island, and contains themes of honesty, societal decay, war, gender roles, class and religion which permeate the novel.	2004
grades 11-12	Stories	The Namesake	Lahiri, Jhumpa	9780618485222	Mariner 	Houghton Mifflin Harcourt	$14.95	A finely wrought, deeply moving family drama that illuminates Lahiri's signature themes: the immigrant experience, the clash of cultures, and the tangled ties between generations.	
grades 11-12	Stories	The Scarlet Letter	Hawthorne, Nathaniel	9780142437261	Penguin Classics	Penguin 	$8.00	"The American Imagination" and all of its underbelly is exposed in Hawthorne's The Scarlet Letter.	
grades 11-12	Stories	The Twelve Tribes of Hattie	Ayana Mathis	9780307949707	Knopf Group	Random House	$15.95	In this extraordinary debut novel, Ayana Mathis tells the story of the children of the Great Migration through the trials of one unforgettable family. Hattie Shepherd flees Georgia and settles in Philadelphia, hoping for a chance at a better life. Hattie gives birth to 12 children and their lives, captured here in 12 luminous narrative threads, tell the story of a nation’s journey.  	
grades 11-12	Stories	Their Eyes Were Watching God	Hurston, Zora Neale	9780060512637	Harper Perennial	HarperCollins	14.99	Perhaps the most widely read and highly regarded novel in the entire canon of African American literature, Their Eyes Were watching God is an enduring Southern love story sparkling with wit and beauty, told in the captivating voice of fiercely independent Janie Crawford. It is a tribute to the author’s wisdom that though her story does not end happily, it does draw to a satisfying conclusion. Janie is one black woman who doesn’t have to live lost in sorrow, bitterness, fear, or foolish romantic dreams. 	
grades 11-12	Stories	Watchmen	Alan Moore	9781401245252	DC Comics	Random House	$19.99	Popularly cited as the point where comics came of age, Watchmen is universally regarded as one of the greatest graphic novels ever created. This Hugo Award-winner chronicles the fall from grace of a group of super-heroes plagued by all-too-human failings. Along the way, the concept of the super-hero is dissected as the heroes are stalked by an unknown assassin.	
grades 11–12	Informational Texts: History/Social Studies	American Tapestry	Rachel L. Swarns	9780061999871	Amistad	HarperCollins	$16.99 	This remarkable story details the family history of the First Lady of the United States, providing a very personal and relevant lens with which to view American history from the 1800s to 2012. This title meets the standard for a Range of Reading and Level of Text Complexity for all high school grade levels. It’s a perfect compliment to courses in American History, American Literature, and Multicultural Literature.	
grades 3-7	Stories	Copernicus Legacy: The Forbidden Stone, The	Abbott, Tony	9780062194473	Katherine Tegen Books	HarperCollins Childrens	  16.99 	Fans of Rick Riordan and Ridley Pearson will love this first book in an exciting series that takes the reader all over the globe in a race to find pieces of a mysterious hidden past—before it's too late. The Forbidden Stone is a thrilling adventure packed with puzzles, intrigue, and action.	
grades 3-7	Stories	One and Only Ivan, The	Applegate, Katherine	9780061992278	HarperCollins	HarperCollins Childrens	  7.99 	This stirring and unforgettable novel celebrates the transformative power of unexpected friendships. Inspired by the true story of a captive gorilla known as Ivan, this illustrated novel is told from the point-of-view of Ivan himself. This paperback edition also includes a version of the author's Newbery Medal acceptance speech, biographical information on the real Ivan, discussion questions, and more.	
grades 3-7	Stories	Year of Billy Miller, The	Henkes, Kevin	9780062268129	Greenwillow Books	HarperCollins Childrens	  16.99 	This fast-paced and funny story about friendship, sibling rivalry, and elementary school is illustrated throughout with black-and-white art by the author, and is a perfect short novel for the early elementary grades.	
grades 4-5	Informational Text	Quest for the Tree Kangaroo: An Expedition to the Cloud Forest of New Guinea	Montgomery, Sy	9780547248929	HMH Books for Young Readers	Houghton Mifflin Harcourt	$9.99	A Sibert Honor Book, it is part of the distinquished Scientist in the Field Series that examines the work of real-life scientists doing actual research with stunning photography. Travel on an expedition to New Guinea cloud forest with Dr. Lisa Dabek, as she studies the rare and enchanting tree kangaroos. Young readers discover what it is like to be a working scientist, investigate an intriguing research project in action, and gain a wealth of knowledge about fascinating scientific topics.  Educators Guide with correlated Common Core Standards and online content available. 	
grades 4-5	Informational texts	A History of US	Hakim, Joy	9780195327267	Oxford University Press	Oxford University Press	7.95	(From the 10-volume set) Whether it's standing on the podium in Seneca Falls with the Suffragettes or riding on the first subway car beneath New York City in 1904, the books in Joy Hakim's A History of US series weave together exciting stories that bring American history to life. Readers may want to start with War, Terrible War, the tragic and bloody account of the Civil War that has been hailed by critics as magnificent. Or All the People, brought fully up-to-date in this new edition with a thoughtful and engaging examination of our world after September 11th. No matter which book they read, young people will never think of American history as boring again. Joy Hakim's single, clear voice offers continuity and narrative drama as she shares with a young audience her love of and fascination with the people of the past. This series is also available in an 11-volume set containing the same revisions and updates to all ten main volumes plus the Sourcebook and Index volume.	
grades 4-5	Informational texts	Volcanoes	Simon, Seymour	9780060877170	HarperCollins	HarperCollins Childrens	  6.99 	Do you think of volcanoes as simply big mountains with lava streaming over their tops? Not all of them are like that. Some are covered in ice, and some look like nothing more than deep blue lakes. Some have not erupted in living memory and still may awaken someday to send red-hot rocks and ash flying through the air for hundreds of miles around. Acclaimed science writer Seymour Simon brings us an updated edition of this smartly written and beautifully photographed treatment of one of nature’s hottest topics. 	
grades 4-5	Informational Texts: ELA	By the Great Horn Spoon! 	Fleischman, Sid	9780316286121	Little, Brown and Co.	Hachette	$7.00	This historical fiction details the journey from Boston to San Francisco in the heat of the gold rush. Each chapter wraps up neatly but also contributes to the forward movement of the overall structure of the book, providing opportunity for students to analyze closely, documenting how one chapter builds upon the last. In this work, sixth graders would also incorporate 6.RL.1, where they are asked to cite textual evidence for explicit information and to also draw conclusions based on the evidence they pull from the text.	
grades 4-5	Informational Texts: History/Social Studies	About Time: A First Look at Time and Clocks	Koscielniak, Bruce	9780544105126	HMH Books for Young Readers	Houghton Mifflin Harcourt	$6.99	A fascinating trip through the history of time helps students explore how time works, how we keep it, and how it affects our daily lives. 	
grades 4-5	informational Texts: Science	Volcano	Patricia Lauber	9780689716799	Simon & Schuster	Simon & Schuster	 $ 9.99 	Substitute for Common Core exemplar - contains full-color photos and is excellent for elementary level courses on science and the environment.  This book studies the 1980 eruption of Mount St. Helens in Washington state, its impact on scientific knowledge, and the gradual return of life to its barren slopes.  Leads to conversation about earth processes and the history of other eruptions around the globe.	1993
grades 4-5	Informational Texts/Science & Nature	Honey Bees: Letters from the Hive	Buchmann, Stephen	9780385737715	Ember	Random House Juvenile	$8.99 	Hailed for their hard work and harmonious society, bees make possible life on Earth as we know it. This fundamental link between bees and humans reaches beyond biology to our environment and our culture: bees have long played important roles in art, religion, literature, and medicine--and of course, in the kitchen. Full of interesting and fun factual information along with various honey-based recipes and cooking tips kids can try, as well as home remedies that can be tested. Educators Guide available.	
grades 4-5	Literacy in History/Social Studies	Cause	Bolden, Tonya	9780375827969	Knopf Books for Young Readers	Random House Juvenile	$11.99 	Cause is a thoroughly researched and captivating book that unflinchingly recalls the struggle faced by the reunited nation; when the ideal "liberty and justice for all" was put to its greatest test. Photos and drawings from the time period complement the text. Also includes a bibliography and an index. Pairs with Crow. Educators Guide available.	
grades 4-5	Literacy in History/Social Studies	Crow	Wright, Barbara	9780375873676	Yearling	Random House Juvenile	$7.99 	Although the 13th, 14th, and 15th Amendments to the Constitution had ended slavery and granted Negro Americans due process and voting rights at the time of this novel, segregation, inequality, and racism were still prevalent. Crow helps students comprehend, understand, and experience this turbulent time in American history. Pairs with Cause. Educators Guide available.	
grades 4-5	Literacy in History/Social Studies	Gingersnap	Giff, Patricia Reilly	9780440421788	Yearling	Random House Juvenile	 $ 6.99 	The historical setting of Gingersnap (Brooklyn, 1944) is compelling and accurate, and contributes to the students' understanding of the time. Educators Guide available.	
grades 4-5	Literacy in History/Social Studies	Lyddie	Paterson, Katherine	9780142402542	Puffin	Penguin Young Readers	6.99	Lyddie is a coming-of-age historical novel about a poor, uneducated farm girl who triumphs over hardship through wit and hard work in a factory in nineteenth-century Lowell, Massachusetts. The difficult working conditions and well-written setting allow students to immerse themselves in history, and explore themes of perseverance and overcoming obstacles.	
grades 4-5	Poetry	Favorite Poems Old and New	Edited by Helen Ferris	9780385076968	Doubleday BFYR	Random House Juvenile	$26.99 	This comprehensive collection of over 700 classic and modern poems is the ideal resource for students to identify figurative language, hear rhyme, rhythm, and other poetic conventions, and explore imagery and theme. Includes Emma Lazarus's “The New Colossus” and Ernest Lawrence Thayer's “Casey at the Bat.”	
grades 4-5	Poetry	May B.	Rose, Caroline Starr	9780385374149	Yearling	Random House Juvenile	$6.99 	May B. is a novel-in-verse, fulfilling poetry standards for rhythm and rhyme.	
grades 4-5	Poetry	Roald Dahl’s Revolting Rhymes	Dahl, Roald	9780375815560	Knopf Books for Young Readers	Random House Juvenile	$15.95 	With his famous wicked humor and the cunning of a big bad wolf, master storyteller and satirist Roald Dahl retells his six favorite fairy tales. An engaging and creative resource for students to build upon reading arts skills and increase comprehension of structural elements of poems.  Includes Roald Dahl's “Little Red Riding Hood and the Wolf.”	
grades 4-5	Poetry	The Poetry of Robert Frost: The Collected Poems, Complete and Unabridged	Frost, Robert	9780805069860	Henry Holt	Macmillan	$22.99	Contains the CCS Exemplar poems "Dust of Snow" and "The Road Not Taken."	
grades 4-5	Reading-Literature, Foundation Skills, Writing, Speaking & Listening, Language	Because of Mr. Terupt	Buyea, Rob	9780375858246	Yearling	Random House Juvenile	 $ 6.99 	Because of Mr. Terupt is told from a first-person, multiple-narrator perspective, each with a unique story, and each with a different perspective on what makes their teacher so special. The text provides fodder for anayzing point of view across different voices.  Educators Guide available.	
